분류,유저,챗봇
용어,시효중단,"시효중단
시효를 인정할 수 없는 사실이 생겼을 때 시효의 진행을 중단시키는 것을 말한다. 청구, 압류 또는 가압류와 가처분, 승인이 시효의 중단 사유다. 시효의 중단은 당사자 및 그 승계인 사이에만 효력이 있다.시효가 중단되었을 경우 시효의 진행은 중단사유가 종료한 때로부터 새로이 진행하며, 재판상의 청구로 인해 중단된 시효는 재판이 확정된 때부터 다시 진행한다."
용어,건축허가,"건축허가
건축물을 건축하거나 대수선하려는 자가 허가권자인 특별자치시장 · 특별자치도지사 또는 시장 · 군수 · 구청장으로부터 허가를 받는 것을 건축허가라 한다.건축허가를 받고자 하는 자는 건축허가신청서에 관계서류를 첨부하여 허가권자에게 제출해야 하며, 층수가 21층 이상의 건축물이나 연면적 합계가 10만제곱미터 이상인 건축(공장, 창고는 제외), 다중이용 건축 중 16층 이상 또는 연면적 3만제곱미터 이상 다중이용 건축물로 지방건축위원회 심의를 받은 것은 특별시나 광역시에 건축하려면 특별시장이나 광역시장의 허가를 받아야 한다.또한 21층 이상의 건축물, 자연환경이나 수질을 보호하기 위하여 도지사가 지정, 공고한 구역에 건축하는 3층 이상 또는 연면적 합계가 1천제곱미터 이상인 건축물로 위락시설과 숙박시설, 공동주택, 제2종 근린생활시설(일반음식점만 해당), 업무시설(일반업무시설만 해당), 숙박시설, 위락시설 등의 건축물, 주거환경이나 교육환경을 보호하기 위해 필요한 구역에서 건축하는 건물을 건축하는 자는 건축계획서와 기본설계도서를 제출하여 미리 도지사의 승인(사전승인)을 받아야 한다.시장 · 군수 · 구청장은 일정한 요건을 갖추어 신청하면 건축허가를 해주며, 허가받은 날부터 2년 이내에 공사에 착수하지 않을 때는 허가를 취소한다."
용어,등기의 공신력,"등기의 공신력
부동산 등기를 믿고 거래한 자는 비록 그 등기가 진실한 권리관계에 합치되지 않는다 하여도 거래한 자의 신뢰를 보호하는 등기의 효력을 말한다. 등기의 공신력은 외형적 사실을 믿고 거래한 사람을 보호하기 위하여 거래 행위에 법률효과를 인정하는 것이다. 우리나라는 등기의 공신력을 인정하지 않는다.등기의 형식적인 성립요건만 갖추면 실질적 심사권이 없는 등기관이 다른 조사를 하지 않고 서류심사만하여 등기해 준다. 이 때문에 등기내용이 진실과 달라서 등기권리자가 피해를 입어도 구제할 방도가 없다."
용어,준부동산,"준부동산
부동산으로 간주(의제)하는 공업재단, 광업재단, 자동차, 항공기, 중기, 선박 및 입목 등을 말한다. 이것들은 부동산과 같이 경제가치가 큰 것으로 저당권 대상이 되는 것들이며 등기나 등록을 하는 물건들이다."
용어,도시 · 군계획시설,"도시 · 군계획시설
기반시설 중 도시 · 군관리계획으로 결정된 시설을 말한다. 기반시설의 설치는 도로 등과 같이 반드시 도시 · 군관리계획으로 결정하여 설치하는 경우와 시장 · 공공청사 등과 같이 도시 · 군관리계획으로 결정하지 않고도 설치하는 경우로 구분한다.도시 · 군계획시설 결정이 고시된 시설은 그 고시일부터 10년이 지날 때까지 그 시설의 설치에 관한 사업이 시행되지 않으면, 특별시장 · 광역시장 · 특별자치시장 · 특별자치도지사 · 시장 또는 군수는 해당 도시 · 군계획시설결정의 타당성을 검토하여 그 결과를 도시 · 군관리계획입안에 반영하여야 한다.시설의 종류는 도로, 철도, 항만, 공항, 주차장 등의 교통시설(9개), 광장, 공원, 녹지, 유원지, 공공공지 등의 공간시설(5개), 수도공급설비, 전기공급설비, 가스공급설비 등의 유통 ․ 공급시설(11개), 학교, 운동장, 공공청사, 문화시설, 체육시설 등의 공공 · 문화체육시설(8개), 하천, 유수지, 저수지, 방화설비, 방풍설비, 방수설비 등의 방재시설(8개), 장사시설, 도축장, 종합의료시설 등의 보건위생시설(3개), 하수도, 폐기물처리 및 재활용시설, 폐차장 등의 환경기초시설(5개)이 있다.사업주체는 관할시장 · 군수 혹은 시장 · 군수로부터 시행자 지정을 받은 자 또는 국가사업 등의 경우 국토교통부장관 또는 국토교통부장관이 지정하는 자이다. 재원조달은 사업 시행자가 부담함을 원칙으로 하되, 지자체 · 공공시설 관리자가 일부 부담할 수 있다.2018년 현재 도시 · 군계획시설로 결정된 면적은 총 7,127.3km2으로 교통시설(2,396.6km2)이 가장 많고, 방재시설(1,847.3km2), 공간시설(1,469.2km2), 공공문화체육시설(1,013.9km2), 유통 및 공급시설(241.8km2), 환경기초시설(109.2km2), 보건위생시설(49.0km2) 순으로 확인됐다. 도시 · 군계획시설 중 집행 면적은 6,012.6km2(84.4%), 미집행은 1,114.7km2(15.6%) 이며, 미집행 시설은 공원이 446.7km2로 가장 많았으며, 도로(316.4km2), 하천(88.1km2), 유원지(62.9km2) 순으로 확인됐다.근거법은 국토의 계획 및 이용에 관한 법률 및 동법 시행령이다."
용어,초과누진세율,"초과누진세율
누진세율은 단순누진세율과 초과누진세율로 나눌 수 있는데, 초과누진세율이란 과세표준에 두 개 이상의 세율을 적용하여 세액을 계산하는 방법이다, 즉 과세표준의 각 단계마다 누진적인 기초세액을 정하고 다시 초과양액(超過量額)에 적용하여 산출한 양액(量額)을 가산하여 세액을 정하는 세율을 말한다.단순누진세율의 경우 각 과세단계에의 경계부근에 위치하는 한계소득자의 세 부담이 불리해지는 문제점을 해결하기 위해 고안된 세율구조이고, 과세에 있어서 개인적 사정을 고려하는 인세에 많이 채택하고 있다."
용어,자연장지,"자연장지
화장한 유골의 골분을 수목, 화초, 잔디 등의 밑이나 주변에 묻어 장사(자연장)할 수 있는 구역을 말한다. 자연장지는 설치와 관리주체에 따라 공설자연장지, 사설자연장지로 구분되며, 사설자연장지에는 개인 · 가족자연장지, 종중 · 문중자연장지, 법인 등자연장지가 있다. 자연장지에는 사망자 및 연고자의 이름 등을 기록한 표지와 편의시설 외의 시설은 설치할 수 없다.근거법은 장사 등에 관한 법률이다."
용어,공기업,"공기업
정부가 투자한 기업을 말하며, 시장형 공기업과 준시장형 공기업이 있다. 전자는 자산규모가 2조원 이상이고, 총수입액 중 자체수입액이 85% 이상인 공기업이며, 국토교통부 산하에는 한국철도공사 · 인천국제공항공사 · 한국공항공사 · 인천항만공사 · 부산항만공사가 있다. 후자는 시장형 공기업이 아닌 주택건설사업자를 말한다.국토교통부 산하에는 한국토지주택공사 · 주택도시보증공사 · 제주국제자유도시개발센터 · 한국감정원 · 한국도로공사 · 한국철도공사가 있다. 근거법은 공공기관의 운영에 관한 법률이다."
용어,입목,"입목
토지에 부착된 수목의 집단으로 그 소유자가 입목에 관한 법률에 따라 소유권보존 등기를 한 것을 말하며, 이것은 토지 · 건물과 별개의 부동산이다.입목으로 등기할 수 있는 수목 집단의 범위는 1필지의 토지 또는 1필지 토지의 일부에서 자라고 있는 모든 수종의 수목이다. 입목의 소유자는 토지와 분리하여 입목을 양도하거나 이를 저당권의 목적으로 할 수 있다. 또한 토지소유권 또는 토지의 지상권을 처분하는 경우에도 그 효력은 입목의 소유 등에 영향을 미치지 않는다.특별자치도지사 · 시장 · 군수 또는 구청장은 입목등록원부를 비치하고 등록하고 이를 정리한다. 해당 수목에 이해관계가 있는 사람은 입목등록원부를 열람하거나 그 등본 또는 초본의 교부를 청구할 수 있다."
용어,계약의 해지,"계약의 해지
계약 상대방 한쪽의 일방적인 의사표시로, 유효하게 성립한 계약이 장래에 그 효력을 잃는 것을 말한다. 즉 앞으로 효력을 소멸시키는 것을 말한다. 해지권은 ① 계약 당사자 사이에 해지에 관한 특약이 있는 경우(약정해지권)와 ② 법률의 규정에 있는 경우(법정해지권)에 발생한다. 기간을 정하지 않은 계속적 채권관계에서는 각 당사자에게 해지의 자유가 인정되기 때문에 해지권 유보약정이나 법률의 규정이 없더라도 언제든지 해지를 통고할 수 있다.해지효과가 발생하는 시기는 기간을 정하지 않은 채권관계에서는 해지의 의사표시가 상대방에게 도달한 때부터 일정기간이 경과해야 효력이 발생한다. 기간을 정한 채권관계에서도 원칙적으로 해지통고기간이 경과된 후에 효력이 발생한다. 계약이 해지되면 그 계약은 그때부터 그 효력을 잃으며, 해지 효과가 발생하기 전에 이미 이행된 계약의 내용은 그대로 유효하다. 계약이 해지되더라도 이와 별도로 손해배상은 청구할 수 있다.또 해지의 상대방이 계약내용의 목적물을 제때에 반환하지 않아 손해가 발생한 때에는 반환지체를 이유로 손해배상을 청구할 수 있다. 근거법은 민법이다."
용어,개별주택가격,"개별주택가격
시장 · 군수 · 구청장이 당해 관할구역 안의 단독주택가격을 조사하고 결정하여 하나하나 단독주택에 고시한 가격을 말한다. 국토교통부장관이 용도지역, 건물구조 등이 일반적으로 유사하다고 인정하는 단독주택 중에서 표준적으로 이용하고 있다고 볼 수 있는 주택의 가격을 산정하면(이것을 표준주택가격이라 함), 이것을 기준으로 하나하나 주택과 면적, 건축재료, 접면도로 등 여러 가지 요인을 비교하여 하나하나의 개별주택가격을 산정한다.이때 표준주택과 개별주택 가격을 비교하는 표를 ‘주택가격비준표’라 한다. 개별주택가격은 주택시장의 가격정보를 제공하고 종합부동산세, 양도세과표, 상속세 및 증여세 과표 등 국세 관련, 재산세, 취득세, 과표 등 지방세 과세 등의 기준으로 삼고, 재건축부담금(재건축초과이익환수에 관한 법률), 청약가점제무주택자분류(주택공급에 관한 규칙), 국민주택채권매입기준(주택법 시행령), 주택자금소득공제(소득세법), 기초노령연금수급권자 소득 인정액 산출 기초(기초노령연금법 시행규칙), 분양가상한제채권매입상한액 결정기준(주택법), 환매조건부분양주택의 환매가격(주택법), 공직자 재산등록 시 등록(공직자윤리법), 노인복지주택입소자부자격자 강제 이행금 부과(노인복지법), 교통사고유자녀 등 지원 시 기준적합여부 판단(자동차손해배상보장법) 등 여러 가지 기준으로 활용한다.따라서 주택소유자는 이 가격과 이해관계가 있으므로 고시한 가격을 인정할 수 없다고 생각하면 시장, 군수, 구청장에게 이의 신청서를 제출하여야 하며, 만일 이의 신청이 타당하면 바로 잡을 수 있다."
