구분,질문,답변
신사동/월세/보증금,신사동 월세 보증금 가장비싼 높은 고액,신사동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 24000만원 임대료는 30만원에 거래된 리치빌1동 연립다세대입니다.
월계동/월세/보증금,월계동 월세 보증금 가장비싼 높은 고액,월계동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 33000만원 임대료는 25만원에 거래된 한일1 아파트입니다.
수유동/월세/보증금,수유동 월세 보증금 가장비싼 높은 고액,수유동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 40만원에 거래된 극동 아파트입니다.
화곡동/월세/보증금,화곡동 월세 보증금 가장비싼 높은 고액,화곡동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 80만원에 거래된 화곡푸르지오 아파트입니다.
성산동/월세/보증금,성산동 월세 보증금 가장비싼 높은 고액,성산동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21500만원 임대료는 10만원에 거래된 (258-12) 연립다세대입니다.
하계동/월세/보증금,하계동 월세 보증금 가장비싼 높은 고액,하계동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 33만원에 거래된 벽산 아파트입니다.
도화동/월세/보증금,도화동 월세 보증금 가장비싼 높은 고액,도화동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 27000만원 임대료는 10만원에 거래된 에스케이허브그린 오피스텔입니다.
아현동/월세/보증금,아현동 월세 보증금 가장비싼 높은 고액,아현동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 70000만원 임대료는 120만원에 거래된 마포래미안푸르지오2단지 아파트입니다.
길음동/월세/보증금,길음동 월세 보증금 가장비싼 높은 고액,길음동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 80만원에 거래된 롯데캐슬클라시아 아파트입니다.
이문동/월세/보증금,이문동 월세 보증금 가장비싼 높은 고액,이문동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 90만원에 거래된 래미안이문2차 아파트입니다.
중림동/월세/보증금,중림동 월세 보증금 가장비싼 높은 고액,중림동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 45000만원 임대료는 160만원에 거래된 삼성사이버빌리지 아파트입니다.
북아현동/월세/보증금,북아현동 월세 보증금 가장비싼 높은 고액,북아현동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 66000만원 임대료는 20만원에 거래된 힐스테이트신촌 아파트입니다.
구로동/월세/보증금,구로동 월세 보증금 가장비싼 높은 고액,구로동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 60만원에 거래된 신도림LG자이 아파트입니다.
신원동/월세/보증금,신원동 월세 보증금 가장비싼 높은 고액,신원동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 7372만원 임대료는 10만원에 거래된 서초 선포레 아파트입니다.
묵동/월세/보증금,묵동 월세 보증금 가장비싼 높은 고액,묵동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 85만원에 거래된 송림타워 연립다세대입니다.
미아동/월세/보증금,미아동 월세 보증금 가장비싼 높은 고액,미아동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 42000만원 임대료는 40만원에 거래된 에스케이북한산시티 아파트입니다.
염창동/월세/보증금,염창동 월세 보증금 가장비싼 높은 고액,염창동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 110만원에 거래된 강변월드메르디앙 아파트입니다.
신월동/월세/보증금,신월동 월세 보증금 가장비싼 높은 고액,신월동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 37000만원 임대료는 65만원에 거래된 롯데캐슬 아파트입니다.
장지동/월세/보증금,장지동 월세 보증금 가장비싼 높은 고액,장지동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 38000만원 임대료는 40만원에 거래된 송파더센트레 아파트입니다.
수서동/월세/보증금,수서동 월세 보증금 가장비싼 높은 고액,수서동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 170만원에 거래된 수서한아름 아파트입니다.
역삼동/월세/보증금,역삼동 월세 보증금 가장비싼 높은 고액,역삼동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 140000만원 임대료는 120만원에 거래된 현대까르띠에710 아파트입니다.
방학동/월세/보증금,방학동 월세 보증금 가장비싼 높은 고액,방학동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 16000만원 임대료는 20만원에 거래된 신동아아파트1 아파트입니다.
방화동/월세/보증금,방화동 월세 보증금 가장비싼 높은 고액,방화동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 39500만원 임대료는 10만원에 거래된 신안네트빌1단지 아파트입니다.
중화동/월세/보증금,중화동 월세 보증금 가장비싼 높은 고액,중화동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 50만원에 거래된 한신아파트(103~109) 아파트입니다.
구의동/월세/보증금,구의동 월세 보증금 가장비싼 높은 고액,구의동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 80000만원 임대료는 120만원에 거래된 현대13차폴라트리움 아파트입니다.
증산동/월세/보증금,증산동 월세 보증금 가장비싼 높은 고액,증산동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 75만원에 거래된 증산중앙하이츠 아파트입니다.
송정동/월세/보증금,송정동 월세 보증금 가장비싼 높은 고액,송정동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 33000만원 임대료는 3만원에 거래된 소담빌리지 연립다세대입니다.
서초동/월세/보증금,서초동 월세 보증금 가장비싼 높은 고액,서초동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 130000만원 임대료는 210만원에 거래된 래미안서초에스티지S 아파트입니다.
여의도동/월세/보증금,여의도동 월세 보증금 가장비싼 높은 고액,여의도동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 60000만원 임대료는 70만원에 거래된 광장 아파트입니다.
장위동/월세/보증금,장위동 월세 보증금 가장비싼 높은 고액,장위동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 43000만원 임대료는 40만원에 거래된 꿈의숲아이파크 아파트입니다.
양평동6가/월세/보증금,양평동6가 월세 보증금 가장비싼 높은 고액,양평동6가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 28000만원 임대료는 5만원에 거래된 선유도 소미골드Ⅳ 오피스텔입니다.
신정동/월세/보증금,신정동 월세 보증금 가장비싼 높은 고액,신정동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 67000만원 임대료는 15만원에 거래된 목동신시가지9 아파트입니다.
길동/월세/보증금,길동 월세 보증금 가장비싼 높은 고액,길동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 45000만원 임대료는 45만원에 거래된 강동LG자이 아파트입니다.
정릉동/월세/보증금,정릉동 월세 보증금 가장비싼 높은 고액,정릉동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 25000만원 임대료는 65만원에 거래된 정릉한일유앤아이 아파트입니다.
노고산동/월세/보증금,노고산동 월세 보증금 가장비싼 높은 고액,노고산동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 14만원에 거래된 신촌 G&P NINE 오피스텔입니다.
신내동/월세/보증금,신내동 월세 보증금 가장비싼 높은 고액,신내동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 27300만원 임대료는 10만원에 거래된 건영2차 아파트입니다.
양평동1가/월세/보증금,양평동1가 월세 보증금 가장비싼 높은 고액,양평동1가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 21400만원 임대료는 25만원에 거래된 네오하임 연립다세대입니다.
고덕동/월세/보증금,고덕동 월세 보증금 가장비싼 높은 고액,고덕동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 84000만원 임대료는 90만원에 거래된 고덕그라시움 아파트입니다.
잠원동/월세/보증금,잠원동 월세 보증금 가장비싼 높은 고액,잠원동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 75000만원 임대료는 165만원에 거래된 롯데캐슬갤럭시 아파트입니다.
일원동/월세/보증금,일원동 월세 보증금 가장비싼 높은 고액,일원동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 130000만원 임대료는 40만원에 거래된 디에이치자이개포 아파트입니다.
마천동/월세/보증금,마천동 월세 보증금 가장비싼 높은 고액,마천동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10294만원 임대료는 9만원에 거래된 송파파크데일2단지 아파트입니다.
신림동/월세/보증금,신림동 월세 보증금 가장비싼 높은 고액,신림동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40000만원 임대료는 70만원에 거래된 힐스테이트뉴포레 아파트입니다.
암사동/월세/보증금,암사동 월세 보증금 가장비싼 높은 고액,암사동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 53550만원 임대료는 30만원에 거래된 프라이어팰리스 아파트입니다.
